full_name,email,roll_number,enrollment_number,section_id
Vandana Verma,vandana.verma227@college.ac.in,EC21617,EN20210617,A
Neeraj Sethi,neeraj.sethi289@yahoo.com,PH23964,EN20230964,C
Neha Goel,neha.goel329@gmail.com,CH24885,EN20240885,D
Isha Khatri,isha.khatri588@gmail.com,IT22290,EN20220290,D
Ashish Lal,ashish.lal704@college.ac.in,EE22413,EN20220413,C
Kavya Luthra,kavya.luthra341@student.edu,EE22106,EN20220106,D
Himanshu Xavier,himanshu.xavier713@yahoo.com,ME22149,EN20220149,B
Ayesha Prasad,ayesha.prasad75@yahoo.com,CS21479,EN20210479,D
Himanshu Patel,himanshu.patel419@gmail.com,BT20057,EN20200057,C
Siddharth Goyal,siddharth.goyal327@student.edu,BT24184,EN20240184,B
Megha Rao,megha.rao950@outlook.com,EE23424,EN20232074,B
Yash Garg,yash.garg158@gmail.com,EE23227,EN20230227,A
Neha Verma,neha.verma896@student.edu,BT22526,EN20226310,A
Sanjay Grover,sanjay.grover626@college.ac.in,CS24573,EN20240573,C
Harsha Tiwari,harsha.tiwari600@college.ac.in,CE20541,EN20200541,B
Sara Rastogi,sara.rastogi646@college.ac.in,CH22277,EN20220277,C
Rohan Xavier,rohan.xavier156@yahoo.com,CH22887,EN20220887,A
Preeti Xavier,preeti.xavier715@outlook.com,CE20821,EN20200821,D
Rohan Upadhyay,rohan.upadhyay17@outlook.com,MA20294,EN20200294,C
Gaurav Kohli,gaurav.kohli676@yahoo.com,IT20781,EN20200781,C
Deepak Patel,deepak.patel969@college.ac.in,EC21930,EN20210930,C
Piyush Mathur,piyush.mathur196@gmail.com,IT20546,EN20200546,B
Sanjeev Mehta,sanjeev.mehta316@student.edu,EC20099,EN20200099,B
Seema Pandey,seema.pandey465@yahoo.com,BT20908,EN20200908,B
Ritika Garg,ritika.garg458@yahoo.com,IT21679,EN20210679,C
Seema Sinha,seema.sinha889@outlook.com,CS24059,EN20242197,D
Siddharth Murthy,siddharth.murthy966@outlook.com,EC23172,EN20230172,A
Ekta Iyer,ekta.iyer389@outlook.com,MA23151,EN20230151,B
Isha Jain,isha.jain576@yahoo.com,EC21849,EN20210849,C
Abhishek Mehta,abhishek.mehta366@gmail.com,CS23665,EN20236272,B
Disha Wadhwa,disha.wadhwa451@gmail.com,IT23483,EN20230483,D
Manish Nanda,manish.nanda437@college.ac.in,BT24615,EN20240615,B
Akash Madan,akash.madan399@gmail.com,MA23305,EN20230305,B
Rakesh Murthy,rakesh.murthy542@college.ac.in,EE23254,EN20230254,A
Radhika Nair,radhika.nair467@student.edu,PH23662,EN20230662,C
Akash Yadav,akash.yadav641@college.ac.in,MA20515,EN20200515,B
Rajat Jain,rajat.jain757@student.edu,CS23602,EN20230241,B
Aarav Watts,aarav.watts8@yahoo.com,PH22810,EN20220810,D
Ramesh Uppal,ramesh.uppal137@outlook.com,EC23926,EN20230926,A
Seema Pillai,seema.pillai464@student.edu,EE23076,EN20230076,C
Jyoti Bhatt,jyoti.bhatt829@gmail.com,PH20844,EN20200844,B
Alok Dhawan,alok.dhawan763@college.ac.in,MA24560,EN20240560,C
Usha Grover,usha.grover517@gmail.com,CE20212,EN20200212,A
Suresh Dey,suresh.dey901@college.ac.in,IT23780,EN20230780,D
Abhishek Nanda,abhishek.nanda111@yahoo.com,CH20549,EN20200549,A
Neha Yadav,neha.yadav398@college.ac.in,BT21061,EN20210061,B
Shweta Sinha,shweta.sinha751@yahoo.com,MA21273,EN20210273,D
Ankita Luthra,ankita.luthra540@college.ac.in,MA22817,EN20220817,C
Shivani Jha,shivani.jha158@student.edu,CS23306,EN20230306,C
Gaurav Chauhan,gaurav.chauhan397@gmail.com,PH20145,EN20200145,A
Meera Chadha,meera.chadha450@gmail.com,IT21253,EN20210253,B
Rohan Khatri,rohan.khatri880@yahoo.com,IT23894,EN20230894,B
Himanshu Rastogi,himanshu.rastogi583@gmail.com,MA21175,EN20210175,C
Kavya Pillai,kavya.pillai881@outlook.com,PH21244,EN20210244,D
Shweta Pillai,shweta.pillai265@student.edu,BT23177,EN20230177,D
Pooja Kapoor,pooja.kapoor499@outlook.com,ME20075,EN20200075,B
Archana Chandra,archana.chandra268@college.ac.in,EC24736,EN20240736,C
Priya Shukla,priya.shukla908@yahoo.com,PH21397,EN20210397,C
Usha Yadava,usha.yadava411@outlook.com,CH23046,EN20230046,D
Sonal Bajaj,sonal.bajaj167@college.ac.in,ME20403,EN20200403,A
Yash Uppal,yash.uppal241@yahoo.com,PH20059,EN20204309,D
Ravi Roy,ravi.roy705@outlook.com,MA21720,EN20210033,D
Aarav Sharma,aarav.sharma207@yahoo.com,BT24645,EN20240645,D
Rekha Luthra,rekha.luthra591@student.edu,CS24231,EN20242732,C
Sachin Patel,sachin.patel123@gmail.com,EE24117,EN20242196,C
Raj Agarwal,raj.agarwal648@student.edu,IT21788,EN20210788,A
Rakesh Sinha,rakesh.sinha450@outlook.com,BT24379,EN20240379,B
Tanvi Saxena,tanvi.saxena405@student.edu,ME21525,EN20218509,C
Shweta Naidu,shweta.naidu645@yahoo.com,CE21278,EN20210182,A
Ravi Pathak,ravi.pathak372@gmail.com,MA20273,EN20200273,D
Piyush Garg,piyush.garg150@college.ac.in,CE21970,EN20210970,C
Suresh Rao,suresh.rao457@gmail.com,EC20156,EN20200156,C
Siddharth Tiwari,siddharth.tiwari909@student.edu,CH21506,EN20213073,C
Mohit Rathore,mohit.rathore511@outlook.com,CH22795,EN20220795,C
Priyanka Roy,priyanka.roy540@outlook.com,EE23742,EN20230742,A
Anjali Chopra,anjali.chopra676@gmail.com,CS23949,EN20238093,B
Sanjay Choudhary,sanjay.choudhary995@gmail.com,MA20477,EN20200477,A
Ekta Murthy,ekta.murthy117@yahoo.com,EC23699,EN20230699,D
Amit Madan,amit.madan928@outlook.com,MA24519,EN20240519,A
Zara Batra,zara.batra323@outlook.com,PH20151,EN20200151,D
Aarav Bahl,aarav.bahl953@gmail.com,MA21406,EN20210406,C
Gaurav Walia,gaurav.walia530@college.ac.in,PH21460,EN20210460,B
Rajan Murthy,rajan.murthy821@college.ac.in,CS24955,EN20241426,C
Ramesh Sethi,ramesh.sethi730@gmail.com,CS23923,EN20230923,A
Vikram Mishra,vikram.mishra631@gmail.com,EE21139,EN20210139,C
Isha Sinha,isha.sinha827@outlook.com,CH22891,EN20220891,A
Lakshmi Oberoi,lakshmi.oberoi327@student.edu,CH21659,EN20210659,B
Yash Chopra,yash.chopra642@outlook.com,MA24391,EN20240391,D
Seema Yadav,seema.yadav544@college.ac.in,PH20160,EN20200160,D
Priya Sharma,priya.sharma247@student.edu,PH20736,EN20200736,C
Arjun Bhatt,arjun.bhatt39@student.edu,CE22611,EN20220611,B
Tanvi Kapoor,tanvi.kapoor89@college.ac.in,EC24699,EN20240699,B
Arvind Pathak,arvind.pathak852@student.edu,CH24278,EN20240278,C
Archana Agarwal,archana.agarwal625@yahoo.com,ME21216,EN20210216,C
Riya Gupta,riya.gupta287@student.edu,PH20260,EN20200260,B
Gaurav Nanda,gaurav.nanda137@college.ac.in,CS21266,EN20210266,D
Nisha Thakur,nisha.thakur128@outlook.com,PH21965,EN20210965,C
Mohit Mathur,mohit.mathur613@college.ac.in,MA23928,EN20230188,B
Payal Jha,payal.jha989@yahoo.com,ME23543,EN20237568,B
Isha Grover,isha.grover264@student.edu,PH20204,EN20200204,D
Aishwarya Singh,aishwarya.singh125@student.edu,IT20269,EN20200269,B
Usha Kumar,usha.kumar683@yahoo.com,EE23834,EN20230834,A
Kunal Bahl,kunal.bahl883@gmail.com,EC22127,EN20221889,D
Shweta Anand,shweta.anand990@yahoo.com,EC22150,EN20220150,D
Preeti Anand,preeti.anand545@yahoo.com,EE23214,EN20230214,C
Yash Chadha,yash.chadha912@yahoo.com,ME23182,EN20230182,C
Simran Watts,simran.watts84@yahoo.com,CE24449,EN20249788,D
Rakesh Goyal,rakesh.goyal651@yahoo.com,BT24209,EN20240209,A
Yasmin Thakur,yasmin.thakur126@college.ac.in,CS22242,EN20220242,C
Rohit Kapoor,rohit.kapoor370@outlook.com,IT23445,EN20230445,D
Sunil Dubey,sunil.dubey882@yahoo.com,BT24569,EN20240569,D
Aishwarya Yadav,aishwarya.yadav798@outlook.com,CH22386,EN20220386,D
Sachin Garg,sachin.garg398@yahoo.com,EC24095,EN20240095,A
Radhika Chawla,radhika.chawla894@yahoo.com,MA20198,EN20200198,D
Pankaj Roy,pankaj.roy665@student.edu,CE24296,EN20240296,C
Aditi Patel,aditi.patel499@gmail.com,BT21900,EN20210900,B
Pallavi Talwar,pallavi.talwar429@yahoo.com,MA24398,EN20240398,A
Vikram Chawla,vikram.chawla423@gmail.com,CS23178,EN20230178,B
Kriti Srivastava,kriti.srivastava426@gmail.com,BT22454,EN20220454,A
Priya Tiwari,priya.tiwari69@outlook.com,MA23182,EN20237188,D
Payal Xavier,payal.xavier541@yahoo.com,EE20021,EN20200021,C
Siddharth Rathore,siddharth.rathore864@yahoo.com,CE24207,EN20240207,D
Payal Joshi,payal.joshi426@outlook.com,EC20657,EN20200657,A
Himanshu Yadava,himanshu.yadava857@college.ac.in,IT22646,EN20220646,C
Amit Pandey,amit.pandey318@college.ac.in,CE21482,EN20210482,A
Kunal Yadava,kunal.yadava690@student.edu,EE22233,EN20220233,B
Sara Anand,sara.anand674@college.ac.in,CH22156,EN20220156,D
Neeraj Malhotra,neeraj.malhotra8@college.ac.in,CE22389,EN20220389,B
Shruti Ahuja,shruti.ahuja69@gmail.com,BT24103,EN20240103,D
Kriti Verma,kriti.verma229@student.edu,ME21132,EN20210132,C
Aarav Rathore,aarav.rathore222@yahoo.com,EE20750,EN20202773,A
Alok Bajaj,alok.bajaj396@gmail.com,IT20668,EN20200668,B
Lakshmi Goyal,lakshmi.goyal381@student.edu,CE23147,EN20231420,D
Pallavi Varma,pallavi.varma170@yahoo.com,EC22027,EN20220027,C
Jyoti Singh,jyoti.singh305@college.ac.in,CH21493,EN20210493,C
Arjun Varma,arjun.varma397@college.ac.in,BT24310,EN20242871,C
Aarav Khatri,aarav.khatri684@gmail.com,MA22063,EN20220063,A
Karan Chopra,karan.chopra375@college.ac.in,CH20265,EN20200265,D
Priya Vashistha,priya.vashistha614@gmail.com,CS23391,EN20230391,B
Sanjay Chauhan,sanjay.chauhan235@student.edu,CS21637,EN20217733,B
Priya Mathur,priya.mathur540@gmail.com,EE21427,EN20210427,B
Madhuri Sethi,madhuri.sethi970@outlook.com,MA23144,EN20230144,A
Siddharth Sinha,siddharth.sinha695@student.edu,CE21007,EN20210007,C
Ashish Vashistha,ashish.vashistha97@college.ac.in,PH21865,EN20210865,A
Kapil Tripathi,kapil.tripathi605@gmail.com,CS22170,EN20229295,D
Rakesh Bajaj,rakesh.bajaj342@student.edu,CH23161,EN20230161,A
Meera Uppal,meera.uppal838@college.ac.in,CS22100,EN20220100,D
Aditi Dey,aditi.dey903@student.edu,PH22679,EN20220679,D
Vijay Gupta,vijay.gupta898@college.ac.in,IT22249,EN20220249,C
Arjun Luthra,arjun.luthra354@student.edu,CE20608,EN20200608,A
Harsh Sharma,harsh.sharma861@outlook.com,CE23625,EN20230625,C
Gaurav Chandra,gaurav.chandra377@gmail.com,CH23814,EN20230814,C
Aditi Oberoi,aditi.oberoi108@yahoo.com,IT21802,EN20218361,D
Shweta Arora,shweta.arora134@outlook.com,ME24636,EN20240636,B
Lakshmi Kumar,lakshmi.kumar130@gmail.com,EE20314,EN20200314,B
Bhavna Handa,bhavna.handa484@student.edu,MA21650,EN20210650,A
Rakesh Nanda,rakesh.nanda887@outlook.com,CE22666,EN20220666,A
Yash Mehta,yash.mehta279@college.ac.in,PH21677,EN20210677,B
Sara Sinha,sara.sinha446@outlook.com,EC24116,EN20240116,C
Tushar Rathore,tushar.rathore860@yahoo.com,ME24856,EN20240856,D
Ashish Dua,ashish.dua336@yahoo.com,BT20873,EN20200873,A
Arvind Sinha,arvind.sinha891@college.ac.in,EE23207,EN20230575,B
Neha Nanda,neha.nanda747@student.edu,PH24646,EN20240646,C
Vishal Yadava,vishal.yadava909@outlook.com,CS24761,EN20240761,A
Vikram Upadhyay,vikram.upadhyay647@yahoo.com,EE23940,EN20230940,A
Aarav Lakhotia,aarav.lakhotia175@outlook.com,EE23312,EN20230312,C
Chetan Pathak,chetan.pathak94@outlook.com,EE20064,EN20203930,A
Sara Prasad,sara.prasad970@college.ac.in,CH24349,EN20240349,C
Aishwarya Choudhary,aishwarya.choudhary258@yahoo.com,ME23582,EN20230582,C
Tushar Varma,tushar.varma855@student.edu,ME22509,EN20220509,B
Tushar Rastogi,tushar.rastogi422@outlook.com,CH20407,EN20200407,D
Vinay Upadhyay,vinay.upadhyay750@student.edu,EE23939,EN20230939,C
Ramesh Gupta,ramesh.gupta137@gmail.com,CS21300,EN20210300,A
Pankaj Singh,pankaj.singh281@outlook.com,EE20847,EN20200847,D
Varun Watts,varun.watts398@college.ac.in,MA21414,EN20210414,C
Abhishek Rao,abhishek.rao344@yahoo.com,EC22250,EN20220250,D
Swati Arora,swati.arora400@gmail.com,CS24389,EN20246570,D
Deepika Singh,deepika.singh356@gmail.com,MA20971,EN20200971,A
Kriti Roy,kriti.roy545@yahoo.com,CH24417,EN20240417,D
Sara Singh,sara.singh556@yahoo.com,ME23926,EN20236078,D
Shivani Naidu,shivani.naidu610@gmail.com,CH20125,EN20200125,D
Aarav Bahl,aarav.bahl128@yahoo.com,IT21053,EN20210053,C
Shivani Dhawan,shivani.dhawan707@student.edu,CS21909,EN20210909,C
Shweta Handa,shweta.handa889@outlook.com,ME22420,EN20224559,B
Nidhi Arora,nidhi.arora174@outlook.com,CE23048,EN20234113,B
Manish Rathore,manish.rathore229@student.edu,IT23357,EN20230357,B
Preeti Goel,preeti.goel26@college.ac.in,ME22261,EN20220261,B
Naveen Khanna,naveen.khanna437@student.edu,IT22317,EN20220317,B
Pankaj Anand,pankaj.anand16@outlook.com,PH23850,EN20230850,B
Sanjay Xavier,sanjay.xavier240@college.ac.in,ME23295,EN20230295,A
Rakesh Iyer,rakesh.iyer422@outlook.com,CE21676,EN20210676,C
Jyoti Verma,jyoti.verma267@gmail.com,IT20102,EN20200102,B
Amit Bansal,amit.bansal994@college.ac.in,CS22174,EN20220174,C
Sonal Lal,sonal.lal670@yahoo.com,EE22317,EN20222884,D
Rakesh Uppal,rakesh.uppal131@college.ac.in,ME20703,EN20200703,C
Monika Lakhotia,monika.lakhotia654@student.edu,CS21163,EN20210163,B
Sakshi Joshi,sakshi.joshi402@outlook.com,EE21475,EN20210475,D
Rakesh Das,rakesh.das933@student.edu,EC23833,EN20230833,B
Amit Batra,amit.batra709@yahoo.com,IT23089,EN20233766,D
Tushar Negi,tushar.negi696@yahoo.com,EC24633,EN20240633,B
Madhuri Pandey,madhuri.pandey6@gmail.com,EE20095,EN20200095,A
Kunal Nanda,kunal.nanda945@gmail.com,IT24481,EN20240481,A
Piyush Luthra,piyush.luthra115@outlook.com,IT22446,EN20220446,D
Aditi Qureshi,aditi.qureshi333@outlook.com,PH20507,EN20200507,A
Nikhil Murthy,nikhil.murthy344@college.ac.in,CS22962,EN20220962,D
Shruti Batra,shruti.batra972@outlook.com,EE23931,EN20230931,A
Rakesh Handa,rakesh.handa52@college.ac.in,MA22693,EN20220693,C
Rohan Wadhwa,rohan.wadhwa267@gmail.com,EC24005,EN20240005,A
Deepika Oberoi,deepika.oberoi689@yahoo.com,MA21149,EN20210149,C
Lokesh Uppal,lokesh.uppal752@outlook.com,MA24643,EN20240643,D
Alok Jha,alok.jha747@college.ac.in,BT21891,EN20210891,D
Sanjeev Mishra,sanjeev.mishra797@yahoo.com,CS22144,EN20220144,B
Siddharth Sinha,siddharth.sinha96@student.edu,PH20608,EN20201234,C
Rajan Kumar,rajan.kumar758@yahoo.com,MA24859,EN20240859,C
Vivek Vij,vivek.vij868@yahoo.com,IT23848,EN20230848,B
Varun Ahuja,varun.ahuja291@outlook.com,PH24696,EN20240696,C
Harsha Rastogi,harsha.rastogi541@yahoo.com,CE22865,EN20228508,B
Ankita Dhawan,ankita.dhawan856@yahoo.com,ME21288,EN20210288,D
Sakshi Das,sakshi.das964@gmail.com,CE20569,EN20200569,C
Disha Vij,disha.vij548@student.edu,BT23807,EN20230807,C
Vijay Tripathi,vijay.tripathi409@student.edu,BT22957,EN20229547,A
Bhavna Negi,bhavna.negi813@yahoo.com,PH24794,EN20240794,B
Amit Srivastava,amit.srivastava633@yahoo.com,EC23070,EN20230070,C
Rohan Bajaj,rohan.bajaj173@gmail.com,CS21834,EN20210834,C
Pankaj Yadava,pankaj.yadava190@yahoo.com,CE24472,EN20240472,C
Manish Grover,manish.grover929@student.edu,BT24437,EN20240437,A
Tushar Sinha,tushar.sinha190@gmail.com,PH21265,EN20210265,A
Deepak Ahuja,deepak.ahuja880@student.edu,PH24318,EN20240318,C
Rajan Dua,rajan.dua54@yahoo.com,EC23762,EN20236021,A
Anjali Bajaj,anjali.bajaj885@student.edu,CS22305,EN20227442,A
Jyoti Walia,jyoti.walia108@college.ac.in,CE22041,EN20220041,B
Rohan Kumar,rohan.kumar348@outlook.com,EE21104,EN20217139,C
Pallavi Reddy,pallavi.reddy495@college.ac.in,IT21518,EN20210518,A
Raj Mathur,raj.mathur236@gmail.com,PH22946,EN20220946,A
Siddharth Tripathi,siddharth.tripathi299@student.edu,CH24797,EN20240797,C
Divya Rao,divya.rao431@yahoo.com,CH21499,EN20210499,D
Manish Tandon,manish.tandon537@student.edu,ME20766,EN20200766,A
Lokesh Tripathi,lokesh.tripathi567@outlook.com,IT21120,EN20210120,D
Deepak Tandon,deepak.tandon258@outlook.com,CE21487,EN20210487,A
Naveen Chandra,naveen.chandra226@college.ac.in,CE23215,EN20233423,C
Arjun Dua,arjun.dua705@yahoo.com,IT20453,EN20200453,B
Ankita Anand,ankita.anand217@college.ac.in,CS24264,EN20240264,C
Pankaj Vashistha,pankaj.vashistha698@gmail.com,IT21938,EN20210938,D
Akash Murthy,akash.murthy189@yahoo.com,EC21093,EN20210093,A
Neeraj Qureshi,neeraj.qureshi175@gmail.com,BT21589,EN20210589,C
Siddharth Khanna,siddharth.khanna348@college.ac.in,IT24416,EN20240416,B
Alok Goyal,alok.goyal99@outlook.com,ME20102,EN20207449,A
Seema Pandey,seema.pandey85@college.ac.in,BT21342,EN20210342,B
Rakesh Xavier,rakesh.xavier882@yahoo.com,EC21665,EN20210665,D
Usha Bose,usha.bose869@yahoo.com,CS21179,EN20210179,D
Shivani Bansal,shivani.bansal317@gmail.com,EC22881,EN20220881,B
